ID_Cliente,Edad,Género,Ítem_Comprado,Categoría,Cantidad_Pagada (dólares),Ubicación,Talla,Color,Temporada,Calificación_Reseña,Suscripción,Tipo_Envío,Descuento,Compras_Anteriores,Tipo_Pago,Frecuencia_Compra
2238,45,Masculino,Sandalias,Calzado,"$34,00",Alabama,S,Negro,Verano,"3,8",No,Entrega al día siguiente,No,31,Venmo,Trimestral
2239,40,Masculino,Zapatillas,Calzado,"$84,00",Florida,L,Beige,Invierno,"3,8",No,Estándar,No,18,Tarjeta de débito,Semanalmente
2240,42,Masculino,Joyas,Accesorios,"$96,00",Alabama,L,Índigo,Verano,"3,8",No,Envío en 2 días,No,41,Tarjeta de crédito,Trimestral
2241,57,Masculino,Sandalias,Calzado,"$71,00",California,L,Verde,Invierno,"4,3",No,Entrega al día siguiente,No,18,Tarjeta de débito,Trimestral
2242,18,Masculino,Chaqueta,Ropa de abrigo,"$77,00",Maryland,M,Púrpura,Verano,"3,5",No,Envío gratis,No,3,Transferencia bancaria,Quincenal
2243,18,Masculino,Falda,Ropa,"$66,00",Nevada,M,Naranja,Primavera,"3,8",No,Entrega al día siguiente,No,5,Tarjeta de crédito,Quincenal
2244,56,Masculino,Camisa,Ropa,"$21,00",Massachusetts,M,Verde azulado,Invierno,"3,7",No,Envío en 2 días,No,13,Tarjeta de débito,Anualmente
2245,35,Masculino,Bermudas,Ropa,"$37,00",South Carolina,M,Oro,Verano,"4,8",No,Envío en 2 días,No,22,PayPal,Anualmente
2246,49,Masculino,Medias,Ropa,"$90,00",Delaware,L,Gris,Otoño,"4,9",No,Envío gratis,No,45,PayPal,Quincenal
2247,49,Masculino,Chaqueta,Ropa de abrigo,"$96,00",Hawaii,M,Cian,Otoño,"4,3",No,Recogida en tienda,No,39,PayPal,Trimestral
2248,34,Masculino,Joyas,Accesorios,"$37,00",Florida,L,Verde azulado,Verano,"4,4",No,Entrega al día siguiente,No,18,Venmo,Anualmente
2249,63,Masculino,Camiseta,Ropa,"$66,00",Rhode Island,M,Violeta,Invierno,"3,4",No,Envío gratis,No,19,PayPal,Quincenal
2250,42,Masculino,Guantes,Accesorios,"$45,00",Wyoming,XL,Índigo,Primavera,"4,3",No,Entrega al día siguiente,No,29,Tarjeta de débito,Semanalmente
2251,41,Masculino,Zapatos,Calzado,"$89,00",Colorado,L,Rosa,Verano,"4,6",No,Recogida en tienda,No,19,Tarjeta de crédito,Semanalmente
2252,26,Masculino,Zapatos,Calzado,"$94,00",Virginia,L,Oro,Otoño,"3,8",No,Envío gratis,No,22,Tarjeta de débito,Mensual
2253,48,Masculino,Zapatos,Calzado,"$96,00",Nebraska,S,Granate,Verano,"3,9",No,Express,No,21,Transferencia bancaria,Anualmente
2254,62,Masculino,Sudadera,Ropa,"$31,00",Oklahoma,M,Marrón,Primavera,"2,6",No,Recogida en tienda,No,22,PayPal,Mensual
2255,24,Masculino,Cinturón,Accesorios,"$79,00",North Dakota,M,Oro,Invierno,"4,2",No,Recogida en tienda,No,44,PayPal,Trimestral
2256,48,Masculino,Abrigo,Ropa de abrigo,"$39,00",Michigan,L,Verde azulado,Primavera,"4,6",No,Recogida en tienda,No,42,Transferencia bancaria,Trimestral
2257,31,Masculino,Blusa,Ropa,"$22,00",California,M,Turquesa,Otoño,"5,0",No,Estándar,No,33,Tarjeta de crédito,Trimestral
2258,41,Masculino,Falda,Ropa,"$32,00",Tennessee,L,Aceituna,Otoño,"4,2",No,Estándar,No,6,Transferencia bancaria,Anualmente
2259,24,Masculino,Camiseta,Ropa,"$71,00",Ohio,L,Cian,Invierno,"4,3",No,Recogida en tienda,No,44,Tarjeta de crédito,Trimestral
2260,60,Masculino,Vaqueros,Ropa,"$96,00",Florida,XL,Beige,Primavera,"3,3",No,Envío gratis,No,24,Dinero,Anualmente
2261,38,Masculino,Bufanda,Accesorios,"$82,00",Missouri,M,Azul,Otoño,"4,9",No,Express,No,16,PayPal,Trimestral
2262,58,Masculino,Mochila,Accesorios,"$76,00",South Carolina,L,Oro,Primavera,"4,4",No,Estándar,No,12,Transferencia bancaria,Quincenal
2263,53,Masculino,Mochila,Accesorios,"$22,00",Arizona,M,Verde,Invierno,"3,1",No,Envío en 2 días,No,50,PayPal,Mensual
2264,44,Masculino,Bufanda,Accesorios,"$40,00",Indiana,XL,Verde,Invierno,"3,5",No,Recogida en tienda,No,42,Dinero,Trimestral
2265,51,Masculino,Sombrero,Accesorios,"$92,00",North Dakota,M,Turquesa,Verano,"3,9",No,Envío en 2 días,No,50,PayPal,Mensual
2266,36,Masculino,Abrigo,Ropa de abrigo,"$94,00",Montana,XL,Amarillo,Otoño,"3,9",No,Recogida en tienda,No,10,PayPal,Trimestral
2267,20,Masculino,Traje,Ropa,"$44,00",Missouri,M,Amarillo,Otoño,"4,3",No,Recogida en tienda,No,32,Tarjeta de débito,Semanalmente
2268,32,Masculino,Guantes,Accesorios,"$49,00",Kentucky,S,Azul,Primavera,"3,8",No,Express,No,37,Venmo,Semanalmente
2269,66,Masculino,Jersey,Ropa,"$26,00",Georgia,L,Carbón,Primavera,"2,7",No,Envío en 2 días,No,15,Transferencia bancaria,Mensual
2270,49,Masculino,Falda,Ropa,"$38,00",Kentucky,M,Amarillo,Otoño,"4,4",No,Recogida en tienda,No,27,Tarjeta de crédito,Anualmente
2271,27,Masculino,Blusa,Ropa,"$72,00",Georgia,L,Púrpura,Primavera,"3,5",No,Express,No,7,Venmo,Semanalmente
2272,29,Masculino,Traje,Ropa,"$99,00",Alaska,M,Verde,Verano,"3,4",No,Envío gratis,No,49,PayPal,Trimestral
2273,29,Masculino,Chaqueta,Ropa de abrigo,"$38,00",Maine,L,Carbón,Primavera,"4,0",No,Estándar,No,44,PayPal,Mensual
2274,55,Masculino,Abrigo,Ropa de abrigo,"$96,00",New Mexico,L,Plata,Invierno,"4,8",No,Express,No,13,PayPal,Quincenal
2275,57,Masculino,Traje,Ropa,"$27,00",New York,L,Turquesa,Primavera,"4,5",No,Entrega al día siguiente,No,38,PayPal,Quincenal
2276,29,Masculino,Bermudas,Ropa,"$24,00",Oklahoma,M,Gris,Invierno,"4,4",No,Estándar,No,10,Tarjeta de débito,Semanalmente
2277,31,Masculino,Vaqueros,Ropa,"$82,00",Wyoming,L,Rojo,Verano,"4,1",No,Envío en 2 días,No,25,Tarjeta de débito,Semanalmente
2278,25,Masculino,Sombrero,Accesorios,"$56,00",Alabama,M,Beige,Verano,"4,6",No,Entrega al día siguiente,No,18,Tarjeta de crédito,Trimestral
2279,61,Masculino,Guantes,Accesorios,"$25,00",Maryland,M,Granate,Otoño,"3,8",No,Recogida en tienda,No,6,Dinero,Trimestral
2280,53,Masculino,Zapatillas,Calzado,"$67,00",West Virginia,L,Índigo,Primavera,"2,9",No,Envío gratis,No,35,Transferencia bancaria,Trimestral
2281,22,Masculino,Zapatos,Calzado,"$21,00",Kentucky,M,Rojo,Verano,"2,8",No,Estándar,No,31,Tarjeta de crédito,Quincenal
2282,28,Masculino,Sudadera,Ropa,"$27,00",Kansas,XL,Granate,Verano,"3,0",No,Recogida en tienda,No,41,Transferencia bancaria,Anualmente
2283,18,Masculino,Zapatillas,Calzado,"$97,00",Idaho,S,Rojo,Otoño,"4,2",No,Envío en 2 días,No,8,Tarjeta de crédito,Anualmente
2284,44,Masculino,Bolso,Accesorios,"$45,00",Ohio,S,Negro,Invierno,"4,1",No,Envío gratis,No,34,Tarjeta de crédito,Quincenal
2285,32,Masculino,Blusa,Ropa,"$63,00",Iowa,XL,Negro,Otoño,"4,1",No,Express,No,20,Venmo,Anualmente
2286,34,Masculino,Cinturón,Accesorios,"$100,00",Michigan,L,Rosa,Verano,"4,6",No,Envío en 2 días,No,38,PayPal,Trimestral
2287,67,Masculino,Medias,Ropa,"$38,00",South Dakota,L,Azul,Primavera,"2,5",No,Recogida en tienda,No,35,Venmo,Trimestral
2288,66,Masculino,Blusa,Ropa,"$45,00",Nebraska,L,Verde,Verano,"3,0",No,Recogida en tienda,No,6,Tarjeta de débito,Anualmente
2289,28,Masculino,Joyas,Accesorios,"$91,00",California,M,Naranja,Otoño,"3,8",No,Entrega al día siguiente,No,50,PayPal,Semanalmente
2290,70,Masculino,Bermudas,Ropa,"$82,00",Nevada,M,Naranja,Otoño,"4,1",No,Envío gratis,No,47,Venmo,Semanalmente
2291,37,Masculino,Botas,Calzado,"$48,00",Kansas,L,Magenta,Invierno,"3,3",No,Estándar,No,23,PayPal,Trimestral
2292,28,Masculino,Abrigo,Ropa de abrigo,"$30,00",Ohio,M,Índigo,Primavera,"5,0",No,Envío en 2 días,No,13,Tarjeta de crédito,Trimestral
2293,43,Masculino,Camiseta,Ropa,"$34,00",Vermont,S,Beige,Primavera,"3,8",No,Entrega al día siguiente,No,31,Tarjeta de débito,Mensual
2294,37,Masculino,Jersey,Ropa,"$68,00",Georgia,L,Verde,Otoño,"3,3",No,Express,No,16,Tarjeta de débito,Trimestral
2295,54,Masculino,Gafas de sol,Accesorios,"$95,00",Maryland,M,Rojo,Invierno,"5,0",No,Express,No,40,Tarjeta de débito,Anualmente
2296,50,Masculino,Sombrero,Accesorios,"$22,00",Connecticut,L,Beige,Primavera,"2,9",No,Envío en 2 días,No,45,PayPal,Trimestral
2297,46,Masculino,Guantes,Accesorios,"$88,00",Washington,M,Verde,Otoño,"2,5",No,Entrega al día siguiente,No,50,Venmo,Trimestral
2298,60,Masculino,Medias,Ropa,"$83,00",California,M,Naranja,Verano,"4,7",No,Estándar,No,1,Transferencia bancaria,Trimestral
2299,40,Masculino,Bolso,Accesorios,"$87,00",Montana,L,Cian,Primavera,"2,9",No,Envío en 2 días,No,10,Dinero,Trimestral
2300,64,Masculino,Abrigo,Ropa de abrigo,"$57,00",Idaho,M,Violeta,Verano,"3,7",No,Recogida en tienda,No,48,Tarjeta de crédito,Trimestral
2301,18,Masculino,Abrigo,Ropa de abrigo,"$88,00",Pennsylvania,XL,Lavanda,Verano,"4,4",No,Envío en 2 días,No,38,Tarjeta de crédito,Mensual
2302,37,Masculino,Pantalones,Ropa,"$20,00",Maine,L,Turquesa,Invierno,"2,9",No,Entrega al día siguiente,No,21,Tarjeta de débito,Anualmente
2303,36,Masculino,Cinturón,Accesorios,"$39,00",Montana,L,Rosa,Verano,"3,6",No,Recogida en tienda,No,38,Venmo,Mensual
2304,51,Masculino,Gafas de sol,Accesorios,"$71,00",New Jersey,S,Beige,Primavera,"4,8",No,Envío en 2 días,No,31,Tarjeta de crédito,Quincenal
2305,26,Masculino,Sudadera,Ropa,"$73,00",Louisiana,L,Plata,Invierno,"4,7",No,Envío gratis,No,9,Tarjeta de débito,Quincenal
2306,68,Masculino,Bolso,Accesorios,"$63,00",Maine,M,Oro,Verano,"2,6",No,Envío gratis,No,47,Dinero,Semanalmente
2307,27,Masculino,Guantes,Accesorios,"$78,00",Florida,L,Plata,Invierno,"3,4",No,Estándar,No,8,Dinero,Quincenal
2308,28,Masculino,Falda,Ropa,"$96,00",Missouri,L,Verde,Otoño,"3,5",No,Entrega al día siguiente,No,30,Tarjeta de débito,Anualmente
2309,49,Masculino,Gafas de sol,Accesorios,"$81,00",North Dakota,M,Verde azulado,Invierno,"3,4",No,Envío en 2 días,No,22,Transferencia bancaria,Trimestral
2310,70,Masculino,Traje,Ropa,"$95,00",Connecticut,S,Oro,Otoño,"5,0",No,Envío en 2 días,No,3,Transferencia bancaria,Trimestral
2311,30,Masculino,Guantes,Accesorios,"$68,00",Virginia,M,Cian,Primavera,"4,6",No,Estándar,No,15,PayPal,Mensual
2312,27,Masculino,Zapatillas,Calzado,"$28,00",Montana,L,Oro,Primavera,"4,8",No,Envío en 2 días,No,10,Transferencia bancaria,Trimestral
2313,19,Masculino,Camiseta,Ropa,"$30,00",Vermont,L,Violeta,Verano,"3,7",No,Envío gratis,No,19,Dinero,Trimestral
2314,64,Masculino,Traje,Ropa,"$31,00",Georgia,M,Negro,Verano,"4,7",No,Entrega al día siguiente,No,36,Transferencia bancaria,Quincenal
2315,42,Masculino,Bolso,Accesorios,"$95,00",Virginia,XL,Marrón,Invierno,"4,4",No,Express,No,12,Transferencia bancaria,Trimestral
2316,69,Masculino,Medias,Ropa,"$79,00",Vermont,M,Índigo,Invierno,"3,5",No,Envío en 2 días,No,49,Tarjeta de débito,Trimestral
2317,28,Masculino,Zapatillas,Calzado,"$39,00",Montana,L,Amarillo,Invierno,"3,8",No,Estándar,No,7,Tarjeta de débito,Anualmente
2318,47,Masculino,Chaqueta,Ropa de abrigo,"$34,00",New Jersey,M,Púrpura,Verano,"4,7",No,Entrega al día siguiente,No,28,Transferencia bancaria,Mensual
2319,69,Masculino,Sudadera,Ropa,"$28,00",Wyoming,L,Blanco,Primavera,"3,1",No,Recogida en tienda,No,30,Tarjeta de crédito,Anualmente
2320,56,Masculino,Sandalias,Calzado,"$38,00",Maine,XL,Turquesa,Invierno,"5,0",No,Envío gratis,No,29,PayPal,Mensual
2321,28,Masculino,Zapatos,Calzado,"$55,00",New Mexico,M,Aceituna,Primavera,"3,7",No,Envío gratis,No,9,Tarjeta de débito,Trimestral
2322,50,Masculino,Sandalias,Calzado,"$31,00",Colorado,M,Beige,Invierno,"3,0",No,Entrega al día siguiente,No,27,Tarjeta de débito,Quincenal
2323,39,Masculino,Abrigo,Ropa de abrigo,"$84,00",Connecticut,S,Lavanda,Primavera,"4,5",No,Recogida en tienda,No,21,Venmo,Quincenal
2324,35,Masculino,Guantes,Accesorios,"$93,00",Maryland,L,Blanco,Invierno,"4,7",No,Express,No,36,Tarjeta de crédito,Mensual
2325,59,Masculino,Abrigo,Ropa de abrigo,"$28,00",Oregon,L,Marrón,Invierno,"3,5",No,Envío gratis,No,19,Tarjeta de débito,Anualmente
2326,44,Masculino,Botas,Calzado,"$55,00",New York,M,Carbón,Verano,"4,4",No,Envío en 2 días,No,47,Dinero,Semanalmente
2327,66,Masculino,Falda,Ropa,"$63,00",Oklahoma,L,Granate,Invierno,"2,6",No,Estándar,No,38,Transferencia bancaria,Anualmente
2328,20,Masculino,Falda,Ropa,"$94,00",Alabama,M,Rojo,Invierno,"4,2",No,Envío en 2 días,No,22,Venmo,Quincenal
2329,45,Masculino,Pantalones,Ropa,"$36,00",North Dakota,M,Granate,Otoño,"2,6",No,Express,No,29,Venmo,Quincenal
2330,49,Masculino,Sombrero,Accesorios,"$97,00",Nebraska,S,Verde azulado,Primavera,"4,8",No,Envío gratis,No,42,Transferencia bancaria,Anualmente
2331,60,Masculino,Mochila,Accesorios,"$63,00",Arizona,L,Naranja,Verano,"2,9",No,Recogida en tienda,No,47,PayPal,Trimestral
2332,61,Masculino,Bufanda,Accesorios,"$77,00",Illinois,S,Aceituna,Primavera,"4,3",No,Envío en 2 días,No,10,Tarjeta de crédito,Quincenal
2333,36,Masculino,Bufanda,Accesorios,"$53,00",South Carolina,XL,Aceituna,Otoño,"2,6",No,Recogida en tienda,No,10,Venmo,Mensual
2334,33,Masculino,Camisa,Ropa,"$77,00",Kansas,M,Beige,Primavera,"3,8",No,Entrega al día siguiente,No,1,PayPal,Trimestral
2335,49,Masculino,Botas,Calzado,"$79,00",Kansas,L,Verde,Verano,"4,2",No,Estándar,No,7,Tarjeta de crédito,Mensual
2336,31,Masculino,Abrigo,Ropa de abrigo,"$37,00",Idaho,M,Negro,Verano,"3,9",No,Recogida en tienda,No,10,Venmo,Quincenal
2337,19,Masculino,Cinturón,Accesorios,"$94,00",California,M,Verde,Invierno,"3,1",No,Envío gratis,No,11,Tarjeta de crédito,Semanalmente
2338,39,Masculino,Botas,Calzado,"$76,00",North Dakota,S,Violeta,Otoño,"3,6",No,Recogida en tienda,No,5,Dinero,Anualmente
2339,66,Masculino,Zapatillas,Calzado,"$68,00",Georgia,S,Plata,Otoño,"4,0",No,Express,No,21,PayPal,Trimestral
2340,25,Masculino,Camisa,Ropa,"$65,00",Illinois,L,Granate,Primavera,"3,4",No,Entrega al día siguiente,No,24,Transferencia bancaria,Trimestral
2341,63,Masculino,Blusa,Ropa,"$24,00",Delaware,M,Cian,Verano,"2,6",No,Estándar,No,37,Tarjeta de crédito,Quincenal
2342,56,Masculino,Chaqueta,Ropa de abrigo,"$31,00",Connecticut,L,Verde azulado,Verano,"4,5",No,Express,No,22,Venmo,Trimestral
2343,20,Masculino,Falda,Ropa,"$89,00",Tennessee,M,Aceituna,Otoño,"4,9",No,Estándar,No,16,Tarjeta de débito,Quincenal
2344,58,Masculino,Medias,Ropa,"$49,00",Maryland,M,Rojo,Verano,"4,4",No,Envío en 2 días,No,44,PayPal,Mensual
2345,34,Masculino,Sandalias,Calzado,"$92,00",Rhode Island,XL,Lavanda,Otoño,"3,5",No,Express,No,14,Venmo,Quincenal
2346,28,Masculino,Camiseta,Ropa,"$32,00",New York,S,Naranja,Invierno,"3,3",No,Express,No,23,Transferencia bancaria,Trimestral
2347,22,Masculino,Chaqueta,Ropa de abrigo,"$67,00",New Mexico,L,Marrón,Invierno,"3,1",No,Estándar,No,46,Tarjeta de débito,Quincenal
2348,37,Masculino,Cinturón,Accesorios,"$64,00",California,S,Gris,Otoño,"4,2",No,Express,No,46,Dinero,Trimestral
2349,54,Masculino,Zapatos,Calzado,"$84,00",Maine,M,Naranja,Primavera,"4,9",No,Entrega al día siguiente,No,16,PayPal,Trimestral
2350,65,Masculino,Blusa,Ropa,"$34,00",New York,M,Naranja,Otoño,"3,9",No,Estándar,No,40,Tarjeta de crédito,Trimestral
2351,57,Masculino,Zapatos,Calzado,"$26,00",Hawaii,M,Turquesa,Invierno,"4,2",No,Envío gratis,No,21,Dinero,Anualmente
2352,38,Masculino,Jersey,Ropa,"$50,00",New Hampshire,S,Cian,Otoño,"4,9",No,Recogida en tienda,No,25,PayPal,Quincenal
2353,70,Masculino,Botas,Calzado,"$46,00",Nebraska,M,Amarillo,Otoño,"2,8",No,Recogida en tienda,No,25,Transferencia bancaria,Trimestral
2354,56,Masculino,Bolso,Accesorios,"$71,00",Montana,M,Blanco,Otoño,"4,1",No,Estándar,No,25,Tarjeta de débito,Trimestral
2355,56,Masculino,Blusa,Ropa,"$78,00",Wisconsin,M,Azul,Verano,"4,8",No,Entrega al día siguiente,No,27,Venmo,Mensual
2356,22,Masculino,Falda,Ropa,"$35,00",Tennessee,S,Púrpura,Invierno,"4,1",No,Entrega al día siguiente,No,12,Dinero,Mensual
2357,57,Masculino,Mochila,Accesorios,"$58,00",Montana,M,Gris,Verano,"3,0",No,Envío gratis,No,27,Tarjeta de débito,Trimestral
2358,53,Masculino,Camisa,Ropa,"$67,00",Michigan,L,Cian,Otoño,"4,2",No,Envío en 2 días,No,40,Tarjeta de crédito,Quincenal
2359,53,Masculino,Jersey,Ropa,"$93,00",Texas,L,Rosa,Primavera,"3,8",No,Estándar,No,38,Tarjeta de crédito,Trimestral
2360,19,Masculino,Bufanda,Accesorios,"$81,00",Pennsylvania,S,Oro,Primavera,"3,3",No,Envío en 2 días,No,44,Transferencia bancaria,Trimestral
2361,49,Masculino,Bolso,Accesorios,"$80,00",New York,L,Plata,Otoño,"4,7",No,Envío en 2 días,No,27,Venmo,Trimestral
2362,44,Masculino,Bufanda,Accesorios,"$64,00",Alabama,M,Gris,Primavera,"4,3",No,Envío en 2 días,No,30,Tarjeta de crédito,Trimestral
2363,27,Masculino,Vaqueros,Ropa,"$41,00",Virginia,M,Marrón,Otoño,"2,7",No,Estándar,No,24,Tarjeta de crédito,Mensual
2364,60,Masculino,Medias,Ropa,"$79,00",Pennsylvania,XL,Rosa,Invierno,"4,2",No,Express,No,38,Dinero,Quincenal
2365,62,Masculino,Gafas de sol,Accesorios,"$60,00",Mississippi,L,Granate,Invierno,"4,2",No,Envío gratis,No,4,PayPal,Trimestral
2366,52,Masculino,Zapatillas,Calzado,"$91,00",Wyoming,S,Durazno,Invierno,"2,5",No,Entrega al día siguiente,No,32,Venmo,Mensual
2367,30,Masculino,Zapatos,Calzado,"$66,00",New Mexico,L,Marrón,Invierno,"3,6",No,Express,No,32,Tarjeta de crédito,Quincenal
2368,66,Masculino,Medias,Ropa,"$85,00",North Dakota,L,Verde,Invierno,"3,4",No,Estándar,No,28,Transferencia bancaria,Quincenal
2369,29,Masculino,Gafas de sol,Accesorios,"$38,00",New Jersey,M,Lavanda,Verano,"3,3",No,Estándar,No,6,Tarjeta de débito,Trimestral
2370,24,Masculino,Jersey,Ropa,"$23,00",Vermont,M,Cian,Invierno,"4,6",No,Estándar,No,24,PayPal,Mensual
2371,51,Masculino,Zapatos,Calzado,"$71,00",Alaska,M,Negro,Primavera,"3,9",No,Recogida en tienda,No,38,Venmo,Semanalmente
2372,67,Masculino,Medias,Ropa,"$25,00",Indiana,M,Carbón,Invierno,"3,7",No,Entrega al día siguiente,No,28,Tarjeta de débito,Anualmente
2373,50,Masculino,Botas,Calzado,"$39,00",Alabama,XL,Plata,Primavera,"3,1",No,Express,No,9,PayPal,Quincenal
2374,37,Masculino,Sudadera,Ropa,"$20,00",Michigan,M,Gris,Primavera,"4,9",No,Express,No,21,Tarjeta de débito,Trimestral
2375,69,Masculino,Guantes,Accesorios,"$73,00",Washington,L,Durazno,Invierno,"4,7",No,Estándar,No,31,Tarjeta de débito,Mensual
2376,60,Masculino,Mochila,Accesorios,"$63,00",Virginia,L,Durazno,Otoño,"2,9",No,Entrega al día siguiente,No,18,Tarjeta de crédito,Trimestral
2377,21,Masculino,Guantes,Accesorios,"$94,00",Tennessee,XL,Cian,Primavera,"4,1",No,Express,No,5,Dinero,Semanalmente
2378,44,Masculino,Blusa,Ropa,"$94,00",South Dakota,L,Magenta,Otoño,"4,0",No,Entrega al día siguiente,No,22,Dinero,Anualmente
2379,26,Masculino,Bufanda,Accesorios,"$71,00",New Hampshire,L,Verde azulado,Verano,"2,7",No,Recogida en tienda,No,37,PayPal,Quincenal
2380,40,Masculino,Sombrero,Accesorios,"$77,00",South Dakota,M,Durazno,Primavera,"4,0",No,Envío en 2 días,No,22,Tarjeta de débito,Mensual
2381,41,Masculino,Bufanda,Accesorios,"$66,00",Pennsylvania,M,Negro,Otoño,"2,5",No,Entrega al día siguiente,No,36,PayPal,Quincenal
2382,62,Masculino,Sandalias,Calzado,"$23,00",Wisconsin,M,Verde azulado,Verano,"4,5",No,Envío gratis,No,23,PayPal,Anualmente
2383,39,Masculino,Jersey,Ropa,"$60,00",California,M,Turquesa,Primavera,"3,9",No,Express,No,44,Tarjeta de débito,Semanalmente
2384,53,Masculino,Mochila,Accesorios,"$72,00",Rhode Island,L,Oro,Primavera,"4,9",No,Envío en 2 días,No,25,Transferencia bancaria,Anualmente
2385,24,Masculino,Blusa,Ropa,"$35,00",Alabama,L,Verde,Invierno,"3,3",No,Envío en 2 días,No,40,PayPal,Trimestral
2386,41,Masculino,Bufanda,Accesorios,"$31,00",Oklahoma,M,Marrón,Otoño,"3,8",No,Express,No,12,PayPal,Semanalmente
2387,19,Masculino,Medias,Ropa,"$33,00",Illinois,L,Azul,Verano,"2,9",No,Estándar,No,14,Venmo,Mensual
2388,36,Masculino,Sombrero,Accesorios,"$95,00",Tennessee,M,Oro,Verano,"4,0",No,Envío en 2 días,No,14,Tarjeta de débito,Mensual
2389,21,Masculino,Traje,Ropa,"$68,00",Alabama,M,Durazno,Otoño,"4,1",No,Recogida en tienda,No,10,Tarjeta de débito,Anualmente
2390,25,Masculino,Abrigo,Ropa de abrigo,"$87,00",Kansas,M,Violeta,Primavera,"3,1",No,Recogida en tienda,No,17,Transferencia bancaria,Trimestral
2391,65,Masculino,Camisa,Ropa,"$64,00",Arizona,XL,Amarillo,Invierno,"4,6",No,Express,No,24,Tarjeta de débito,Quincenal
2392,42,Masculino,Camisa,Ropa,"$74,00",Michigan,M,Negro,Invierno,"4,6",No,Entrega al día siguiente,No,31,Transferencia bancaria,Trimestral
2393,40,Masculino,Vaqueros,Ropa,"$62,00",Missouri,L,Plata,Primavera,"2,6",No,Envío en 2 días,No,36,Dinero,Anualmente
2394,58,Masculino,Medias,Ropa,"$97,00",Louisiana,M,Marrón,Invierno,"5,0",No,Envío en 2 días,No,38,PayPal,Trimestral
2395,40,Masculino,Sandalias,Calzado,"$47,00",Connecticut,L,Durazno,Otoño,"2,9",No,Envío en 2 días,No,23,Tarjeta de débito,Quincenal
2396,62,Masculino,Blusa,Ropa,"$83,00",Connecticut,M,Cian,Invierno,"3,5",No,Envío en 2 días,No,47,PayPal,Quincenal
2397,38,Masculino,Camisa,Ropa,"$82,00",Oregon,M,Aceituna,Primavera,"3,7",No,Envío en 2 días,No,20,Venmo,Semanalmente
2398,37,Masculino,Gafas de sol,Accesorios,"$26,00",West Virginia,L,Negro,Otoño,"2,9",No,Recogida en tienda,No,41,Venmo,Mensual
2399,65,Masculino,Chaqueta,Ropa de abrigo,"$81,00",Florida,M,Naranja,Invierno,"4,3",No,Envío gratis,No,44,Transferencia bancaria,Quincenal
2400,55,Masculino,Traje,Ropa,"$44,00",New Hampshire,L,Beige,Primavera,"3,2",No,Recogida en tienda,No,31,Dinero,Mensual
2401,43,Masculino,Gafas de sol,Accesorios,"$88,00",Oregon,M,Durazno,Invierno,"4,2",No,Entrega al día siguiente,No,11,Tarjeta de crédito,Quincenal
2402,43,Masculino,Botas,Calzado,"$76,00",Oregon,M,Rosa,Invierno,"4,2",No,Estándar,No,25,PayPal,Quincenal
2403,45,Masculino,Bufanda,Accesorios,"$89,00",Utah,M,Marrón,Invierno,"3,8",No,Envío gratis,No,31,Dinero,Semanalmente
2404,64,Masculino,Bermudas,Ropa,"$22,00",Missouri,M,Magenta,Otoño,"4,4",No,Estándar,No,40,Tarjeta de débito,Semanalmente
2405,28,Masculino,Bermudas,Ropa,"$33,00",West Virginia,L,Cian,Invierno,"3,1",No,Envío en 2 días,No,23,Tarjeta de crédito,Quincenal
2406,69,Masculino,Vaqueros,Ropa,"$97,00",California,XL,Plata,Otoño,"5,0",No,Estándar,No,5,Tarjeta de débito,Trimestral
2407,54,Masculino,Bufanda,Accesorios,"$57,00",California,M,Índigo,Invierno,"4,7",No,Estándar,No,26,PayPal,Semanalmente
2408,52,Masculino,Bermudas,Ropa,"$38,00",Illinois,M,Beige,Verano,"3,0",No,Express,No,11,Tarjeta de crédito,Quincenal
2409,23,Masculino,Zapatillas,Calzado,"$55,00",Hawaii,XL,Negro,Otoño,"4,2",No,Entrega al día siguiente,No,44,Tarjeta de débito,Trimestral
2410,26,Masculino,Joyas,Accesorios,"$37,00",Washington,L,Amarillo,Primavera,"3,0",No,Recogida en tienda,No,47,Dinero,Trimestral
2411,48,Masculino,Zapatos,Calzado,"$43,00",Wisconsin,M,Granate,Verano,"3,7",No,Envío gratis,No,46,PayPal,Mensual
2412,49,Masculino,Sudadera,Ropa,"$96,00",Virginia,M,Cian,Verano,"2,7",No,Envío gratis,No,35,Dinero,Trimestral
2413,53,Masculino,Chaqueta,Ropa de abrigo,"$51,00",Oregon,M,Rosa,Invierno,"4,3",No,Envío en 2 días,No,8,Transferencia bancaria,Quincenal
2414,69,Masculino,Bermudas,Ropa,"$95,00",Pennsylvania,XL,Violeta,Otoño,"2,7",No,Envío en 2 días,No,30,Transferencia bancaria,Semanalmente
